date,home_team,away_team,home_team_score,away_team_score,neutral_location,home_team_result,year,goalkeeper_differential,defense_differential,offense_differential,midfield_differential,possesion_differential,shots_on_target_differential,shots_differential,yellow_cards_differential,red_card_differential,fouls_differential,saves_differential,score_differential,fifa_rank_differential
2010-06-14,Netherlands,Denmark,2,0,True,Win,2010,7,0.7999999999999972,8,7.599999999999994,30,3,8,1,0,-8,-2,2,-32
2010-06-15,Ivory Coast,Portugal,0,0,True,Draw,2010,-6,-7.200000000000003,-1,-2.799999999999997,-12,1,1,1,0,3,-1,0,24
2010-06-15,New Zealand,Slovakia,1,1,True,Draw,2010,-17,-9.5,-11.700000000000003,-13.599999999999994,-2,0,-4,1,0,2,0,0,44
2010-06-16,South Africa,Uruguay,0,3,False,Lose,2010,-5,-5.799999999999997,-11,-2.299999999999997,0,-3,-9,2,1,4,0,-3,67
2010-06-16,Spain,Switzerland,0,1,True,Lose,2010,10,8.5,9.299999999999997,10,26,5,16,-4,0,-13,-6,-1,-22
2010-06-17,Argentina,South Korea,4,1,True,Win,2010,5,11.299999999999997,16,10,12,9,9,1,0,0,-6,3,-40
2010-06-17,France,Mexico,0,2,True,Lose,2010,7,7.5,5.599999999999994,7.700000000000003,6,-1,1,-2,0,-2,-1,-2,-8
2010-06-18,Germany,Serbia,0,1,True,Lose,2010,10,2.5999999999999943,5.400000000000006,2,2,1,6,-1,1,9,-3,-1,-9
2010-06-18,Slovenia,United States,2,2,True,Draw,2010,-4,-3.5999999999999943,-1,-6.400000000000006,-4,-2,-7,3,0,-3,2,0,11
2010-06-19,Cameroon,Denmark,1,2,True,Lose,2010,5,-1.7999999999999972,2.299999999999997,2.299999999999997,8,2,10,0,0,-3,-3,-1,-17
2010-06-19,Ghana,Australia,1,1,True,Draw,2010,-13,-2,-2.700000000000003,5.200000000000003,0,1,14,2,-1,4,0,0,12
2010-06-20,Brazil,Ivory Coast,3,1,True,Win,2010,16,10,2,2.5,12,2,2,-3,1,-6,0,2,-26
2010-06-20,Italy,New Zealand,1,1,True,Draw,2010,28,19.299999999999997,19.299999999999997,22.799999999999997,14,6,20,-3,0,-14,-5,0,-73
2010-06-20,Slovakia,Paraguay,0,2,True,Lose,2010,1,-0.7999999999999972,-2.5999999999999943,1.7999999999999972,2,-4,-5,2,0,-4,2,-2,3
2010-06-21,Chile,Switzerland,1,0,True,Win,2010,-5,-2.299999999999997,1.2999999999999972,1.5,16,6,13,3,-1,-7,-5,1,-6
2010-06-22,Greece,Argentina,0,2,True,Lose,2010,1,-6.5,-9.299999999999997,-5.299999999999997,-34,-9,-15,0,0,7,9,-2,6
2010-06-22,Mexico,Uruguay,0,1,True,Lose,2010,3,-1.5,-5.299999999999997,-0.7000000000000028,18,-3,-4,1,0,7,2,-1,1
2010-06-23,Australia,Serbia,2,1,True,Win,2010,4,-6.400000000000006,-1.2999999999999972,-5.200000000000003,-10,1,-6,1,0,15,0,1,5
2010-06-23,Ghana,Germany,0,1,True,Lose,2010,-19,-11,-9.400000000000006,-2,-10,-1,4,0,0,6,3,-1,26
2010-06-23,Slovenia,England,0,1,True,Lose,2010,-3,-15,-12.299999999999997,-14,-10,-2,0,2,0,-1,0,-1,17
2010-06-24,Cameroon,Netherlands,1,2,True,Lose,2010,-2,-2.5999999999999943,-5.700000000000003,-5.299999999999997,2,-5,0,-1,0,3,3,-1,15
2010-06-24,Paraguay,New Zealand,0,0,True,Draw,2010,16,10.299999999999997,14.299999999999997,11.799999999999997,16,5,13,1,0,-6,-5,0,-47
2010-06-24,Slovakia,Italy,3,2,True,Win,2010,-11,-9.799999999999997,-7.599999999999994,-9.200000000000003,0,-2,-4,0,0,3,2,1,29
2010-06-25,Chile,Spain,1,2,True,Lose,2010,-15,-10.799999999999997,-8,-8.5,-18,1,0,2,1,8,-2,-1,16
2010-06-25,Portugal,Brazil,0,0,True,Draw,2010,-10,-2.799999999999997,-1,0.29999999999999716,-22,-2,-6,1,0,-7,2,0,2
2010-06-26,Uruguay,South Korea,2,1,True,Win,2010,3,6.799999999999997,11.700000000000003,3.700000000000003,-10,3,-1,-3,0,0,-3,1,-31
2010-06-26,United States,Ghana,1,2,True,Lose,2010,16,2,0.4000000000000057,-2,2,0,4,1,0,-8,-1,-1,-18
2010-06-27,Argentina,Mexico,3,1,True,Win,2010,-1,6,9.599999999999994,7,2,0,-5,-1,0,-15,0,2,-10
2010-06-27,Germany,England,4,1,True,Win,2010,4,-2.4000000000000057,-2.299999999999997,-3.5999999999999943,-4,-2,-2,0,0,1,4,3,-2
2010-06-28,Brazil,Chile,3,0,True,Win,2010,14,10.599999999999994,8,4,0,3,2,-1,0,-4,-1,3,-17
2010-06-28,Netherlands,Slovakia,2,1,True,Win,2010,6,3.799999999999997,6,9,4,6,4,-1,0,-2,-5,1,-30
2010-06-29,Spain,Portugal,1,0,True,Win,2010,11,3,1,4.200000000000003,22,7,10,0,-1,-5,-6,1,-1
2010-07-02,Netherlands,Brazil,2,1,True,Win,2010,-6,-7,-1.5999999999999943,1.2999999999999972,2,1,-4,3,-1,0,0,1,3
2010-07-02,Uruguay,Ghana,1,1,True,Win,2010,10,6.200000000000003,9.700000000000003,-2.700000000000003,-4,-3,-11,0,1,0,-3,0,-16
2010-07-03,Argentina,Germany,0,4,True,Lose,2010,-7,-0.29999999999999716,4.599999999999994,1.5999999999999943,6,1,2,1,0,6,-5,-4,1
2010-07-03,Paraguay,Spain,0,1,True,Lose,2010,-14,-10.200000000000003,-5,-14,-20,-2,-7,2,0,13,-1,-1,29
2010-07-06,Uruguay,Netherlands,2,3,True,Lose,2010,-7,0.20000000000000284,-0.7000000000000028,-6.299999999999997,-6,-1,1,-1,0,-1,0,-1,12
2010-07-07,Germany,Spain,0,1,True,Lose,2010,-5,-2.200000000000003,-2.5999999999999943,-4.799999999999997,-2,-3,-8,0,0,2,2,-1,4
2010-07-10,Uruguay,Germany,2,3,True,Lose,2010,-9,-4.799999999999997,0.29999999999999716,-4.700000000000003,-6,0,-2,-2,0,2,0,-1,10
2010-07-11,Netherlands,Spain,0,1,True,Lose,2010,-7,-7.200000000000003,-1.5999999999999943,-3.200000000000003,-14,-1,-6,3,1,9,0,-1,2
2011-10-07,Argentina,Chile,4,1,False,Win,2011,-1,8.299999999999997,8,4.400000000000006,0,3,-4,0,0,3,0,3,-4
2011-10-07,Ecuador,Venezuela,2,0,False,Win,2011,5,-1.7000000000000028,1,1.2999999999999972,0,3,11,-1,-1,2,-1,2,22
2011-10-07,Peru,Paraguay,2,0,False,Win,2011,4,-1.7999999999999972,-3,5.5,0,3,9,-1,0,0,-1,2,11
2011-10-11,Chile,Peru,4,2,False,Win,2011,5,1.5,3.299999999999997,2.799999999999997,0,8,7,1,0,-2,-6,2,-21
2011-10-11,Paraguay,Uruguay,1,1,False,Draw,2011,-9,-6.400000000000006,-5,-6,0,-1,2,-2,0,-4,1,0,20
2011-10-11,Venezuela,Argentina,1,0,False,Win,2011,-13,-8.599999999999994,-14.599999999999994,-9.700000000000003,0,1,2,-2,0,1,0,1,37
2011-11-11,Colombia,Venezuela,1,1,False,Draw,2011,13,5.299999999999997,5,3,0,3,1,0,0,6,-3,0,-9
2011-11-11,Paraguay,Ecuador,2,1,False,Win,2011,0,2.299999999999997,5.299999999999997,-4.299999999999997,0,4,5,-4,0,-7,-3,1,-24
2011-11-11,Uruguay,Chile,4,0,False,Win,2011,0,6.700000000000003,4.700000000000003,-2.299999999999997,0,7,14,0,0,2,-3,4,-12
2011-11-15,Chile,Paraguay,2,0,False,Win,2011,9,-0.29999999999999716,0.29999999999999716,8.299999999999997,0,10,10,-2,0,-1,-8,2,-12
2011-11-15,Colombia,Argentina,1,2,False,Lose,2011,0,-3.299999999999997,-9.599999999999994,-6.700000000000003,0,-2,0,-2,0,5,1,-1,21
2011-11-15,Ecuador,Peru,2,0,False,Win,2011,-4,-0.5,-2.299999999999997,-1.2000000000000028,0,3,8,0,0,-1,-1,2,20
2012-06-02,Argentina,Ecuador,4,0,False,Win,2012,8,10.299999999999997,13.599999999999994,8.400000000000006,0,6,8,3,0,0,-2,4,-28
2012-06-02,Uruguay,Venezuela,1,1,False,Draw,2012,14,7,11.299999999999997,3,0,0,0,0,0,0,0,0,-40
2012-06-03,Peru,Colombia,0,1,False,Lose,2012,-4,-6.5,-1.7000000000000028,-0.5,0,0,0,0,0,0,0,-1,13
2012-06-09,Venezuela,Chile,0,2,False,Lose,2012,-14,-0.29999999999999716,-6.599999999999994,-5.299999999999997,0,-4,-4,1,0,5,2,-2,29
2012-06-10,Ecuador,Colombia,1,0,False,Win,2012,-8,-7,-4,-1.7000000000000028,0,3,10,-1,1,-2,-2,1,16
2012-06-10,Uruguay,Peru,4,2,False,Win,2012,5,8.200000000000003,8,0.5,0,2,4,-2,0,-2,1,2,-35
2012-09-07,Argentina,Paraguay,3,1,False,Win,2012,8,8.299999999999997,7.299999999999997,9,32,3,4,-2,0,-2,-1,2,-22
2012-09-07,Bulgaria,Italy,2,2,False,Draw,2012,-10,-15.200000000000003,-10.700000000000003,-13.799999999999997,30,5,10,0,0,19,-5,0,83
2012-09-07,Finland,France,0,1,False,Lose,2012,-12,-11.799999999999997,-15,-9.299999999999997,-24,-4,-4,0,0,10,3,-1,81
2012-09-07,Montenegro,Poland,2,2,False,Draw,2012,-13,-6.200000000000003,6,-8.599999999999994,0,-1,-4,1,0,-7,-2,0,-8
2012-09-07,Netherlands,Turkey,2,0,False,Win,2012,0,0.5999999999999943,12.599999999999994,3,4,-1,-4,-2,0,0,1,2,-27
2012-09-07,Peru,Venezuela,2,1,False,Win,2012,-4,-6,5,-4.200000000000003,20,3,6,1,-1,-8,-2,1,-1
2012-09-07,Russia,Northern Ireland,2,0,False,Win,2012,10,3.200000000000003,9,7.5,36,2,6,-2,0,-6,-3,2,-116
2012-09-07,Slovenia,Switzerland,0,2,False,Lose,2012,3,-5,2.299999999999997,-7.5,-16,0,7,0,-1,4,-2,-2,4
2012-09-07,Wales,Belgium,0,2,False,Lose,2012,-11,-7.799999999999997,-4.400000000000006,-4.599999999999994,-14,-6,-15,0,1,-4,2,-2,5
2012-09-08,Denmark,Czech Republic,0,0,False,Draw,2012,-6,0.5999999999999943,-0.29999999999999716,-0.20000000000000284,0,5,12,3,0,2,-4,0,-9
2012-09-08,Scotland,Serbia,0,0,False,Draw,2012,-4,-10.299999999999997,-3.5999999999999943,-2,2,1,0,-2,0,-8,-4,0,5
2012-09-11,Austria,Germany,1,2,False,Lose,2012,-12,-8.200000000000003,-10.700000000000003,-8.599999999999994,-34,0,7,2,0,0,-3,-1,47
2012-09-11,Belgium,Croatia,1,1,False,Draw,2012,9,8.200000000000003,-0.29999999999999716,2.299999999999997,8,1,3,0,0,2,-3,0,31
2012-09-11,Chile,Colombia,1,3,False,Lose,2012,2,-2,-5,1.5999999999999943,0,-11,-12,2,0,5,9,-2,-8
2012-09-11,Georgia,Spain,0,1,False,Lose,2012,-17,-14.599999999999994,-17.299999999999997,-20.700000000000003,-22,-5,-7,0,0,1,6,-1,85
2012-09-11,Hungary,Netherlands,1,4,False,Lose,2012,-9,-8,-14.599999999999994,-6.700000000000003,-24,-1,-4,1,0,4,0,-3,29
2012-09-11,Israel,Russia,0,4,False,Lose,2012,-10,-10.5,-6.299999999999997,-5.799999999999997,6,0,3,0,0,-4,-1,-4,62
2012-09-11,Mexico,Costa Rica,1,0,False,Win,2012,4,6.799999999999997,9.400000000000006,-0.20000000000000284,0,0,0,-1,0,0,0,1,-45
2012-09-11,Norway,Slovenia,2,1,False,Win,2012,-12,3.799999999999997,-1.5999999999999943,2.700000000000003,8,4,4,-1,0,8,-3,1,10
2012-09-11,Paraguay,Venezuela,0,2,False,Lose,2012,-1,-3,5.700000000000003,-1,0,-4,-4,1,0,8,2,-2,-23
2012-09-11,Peru,Argentina,1,1,False,Draw,2012,-11,-11.299999999999997,-8,-12.200000000000003,0,0,3,1,0,4,0,0,44
2012-09-11,Serbia,Wales,6,1,False,Win,2012,6,8.599999999999994,3,1,34,12,12,-2,0,-3,-5,5,-3
2012-09-11,Uruguay,Ecuador,1,1,False,Draw,2012,11,11,5.599999999999994,4.200000000000003,0,2,5,-2,-1,-4,-2,0,-12
2012-10-12,Argentina,Uruguay,3,0,False,Win,2012,-1,2.5999999999999943,8.700000000000003,3,0,5,10,-4,0,-8,-2,3,-3
2012-10-12,Bolivia,Peru,1,1,False,Draw,2012,-3,-4.5,-12.700000000000003,-4.599999999999994,0,-1,2,2,0,-1,1,0,35
2012-10-12,Bulgaria,Denmark,1,1,False,Draw,2012,-1,-9,-0.7000000000000028,-5.599999999999994,0,1,-6,-2,1,1,-1,0,37
2012-10-12,Colombia,Paraguay,2,0,False,Win,2012,6,5.299999999999997,2.299999999999997,3.200000000000003,0,0,4,-2,0,-7,2,2,-29
2012-10-12,Ecuador,Chile,3,1,False,Win,2012,-10,-8.599999999999994,-4.299999999999997,-3,0,8,14,0,-2,4,-5,2,3
2012-10-12,Finland,Georgia,1,1,False,Draw,2012,2,-0.20000000000000284,0.7000000000000028,7.400000000000006,0,0,1,1,1,8,3,0,23
2012-10-12,Greece,Bosnia and Herzegovina,0,0,False,Draw,2012,-7,5.200000000000003,-0.29999999999999716,-2.299999999999997,10,-1,0,0,0,-2,0,0,-19
2012-10-12,Republic of Ireland,Germany,1,6,False,Lose,2012,-9,-9.5,-8.400000000000006,-8.599999999999994,-40,-3,-4,0,0,0,1,-5,26
2012-10-12,Russia,Portugal,1,0,False,Win,2012,1,-4.200000000000003,-4.700000000000003,-2,-26,-3,-5,1,0,-1,1,1,9
2012-10-12,Serbia,Belgium,0,3,False,Lose,2012,-5,0.7999999999999972,-1.4000000000000057,-3.5999999999999943,10,0,6,-1,0,-6,1,-3,3
2012-10-12,Switzerland,Norway,1,1,False,Draw,2012,9,1.2000000000000028,-0.7000000000000028,4.799999999999997,8,6,6,-2,0,1,-6,0,-11
2012-10-12,Turkey,Romania,0,1,False,Lose,2012,7,0.7000000000000028,0.7000000000000028,6.200000000000003,38,0,-3,-1,0,-2,1,-1,-10
2012-10-12,Wales,Scotland,2,1,False,Win,2012,-2,1.7000000000000028,0.5999999999999943,1,-2,-1,4,2,0,-4,2,1,1
2012-10-16,Belgium,Scotland,2,0,False,Win,2012,9,9.5,5,5.599999999999994,24,3,12,0,0,5,0,2,-26
2012-10-16,Bolivia,Uruguay,4,1,False,Win,2012,-15,-13.200000000000003,-12,-13.799999999999997,0,1,1,0,0,-2,2,3,65
2012-10-16,Chile,Argentina,1,2,False,Lose,2012,0,-5,-10,-4.200000000000003,0,-2,1,2,0,-3,1,-1,13
2012-10-16,Croatia,Wales,2,0,False,Win,2012,2,-0.4000000000000057,4.700000000000003,2.299999999999997,52,15,21,1,0,1,-9,2,-46
2012-10-16,Czech Republic,Bulgaria,0,0,False,Draw,2012,7,8.400000000000006,1,5.799999999999997,0,2,1,-3,0,-3,-3,0,-33
2012-10-16,Germany,Sweden,4,4,False,Draw,2012,10,9,2.700000000000003,10.299999999999997,-6,4,8,2,0,-4,-3,0,-19
2012-10-16,Hungary,Turkey,3,1,False,Win,2012,-9,-7.400000000000006,-2,-3.700000000000003,0,-4,0,-1,0,-3,5,2,13
2012-10-16,Italy,Denmark,3,1,False,Win,2012,9,6.200000000000003,10,8.200000000000003,2,2,-5,-1,1,-16,4,2,-10
2012-10-16,Paraguay,Peru,1,0,False,Win,2012,3,3,0.7000000000000028,3.200000000000003,0,1,0,-1,0,5,0,1,1
2012-10-16,Portugal,Northern Ireland,1,1,False,Draw,2012,9,7.400000000000006,13.700000000000003,9.5,36,7,15,0,0,0,-10,0,-114
2012-10-16,Romania,Netherlands,1,4,False,Lose,2012,-7,-1.2999999999999972,-13.299999999999997,-9.200000000000003,-10,-1,-2,0,0,6,1,-3,40
2012-10-16,Slovakia,Greece,0,1,False,Lose,2012,-2,-1.2000000000000028,-1,0.29999999999999716,0,3,9,1,0,8,-3,-1,38
2012-10-16,Spain,France,1,1,False,Draw,2012,3,3,1.5999999999999943,4,0,2,2,-1,0,-6,-1,0,-12
2012-10-17,Poland,England,1,1,False,Draw,2012,-4,-6.799999999999997,-7.599999999999994,-5.400000000000006,-8,4,4,1,0,3,-1,0,49
2013-02-06,Mexico,Jamaica,0,0,False,Draw,2013,13,7.799999999999997,9.700000000000003,7.799999999999997,44,1,15,0,0,-5,-1,0,-43
2013-03-22,Argentina,Venezuela,3,0,False,Win,2013,7,5.299999999999997,13,8,32,8,11,-2,0,2,-5,3,-40
2013-03-22,Bosnia and Herzegovina,Greece,3,1,False,Win,2013,7,-5.200000000000003,0.29999999999999716,2.299999999999997,8,7,3,-1,0,-6,-5,2,11
2013-03-22,Colombia,Bolivia,5,0,False,Win,2013,12,12.799999999999997,15.700000000000003,11,28,7,9,0,0,-2,-2,5,-31
2013-03-22,Croatia,Serbia,2,0,False,Win,2013,-4,-9,1.7000000000000028,1.2999999999999972,-8,1,-1,-3,0,-7,1,2,-26
2013-03-22,Czech Republic,Denmark,0,3,False,Lose,2013,6,-0.5999999999999943,0.29999999999999716,0.20000000000000284,2,-4,-6,1,0,-6,1,-3,2
2013-03-22,France,Georgia,3,1,False,Win,2013,14,11.599999999999994,15.700000000000003,16.700000000000003,22,5,7,-1,0,3,-3,2,-52
2013-03-22,Hungary,Romania,2,2,False,Draw,2013,-2,-6.700000000000003,-1.2999999999999972,2.5,-12,-4,1,-2,0,-11,4,0,1
2013-03-22,Israel,Portugal,3,3,False,Draw,2013,-9,-14.700000000000003,-11,-7.799999999999997,-10,-1,-7,0,0,3,2,0,67
2013-03-22,Peru,Chile,1,0,False,Win,2013,-11,-6.299999999999997,2,-8,-26,-1,7,2,0,15,2,1,19
2013-03-22,Scotland,Wales,1,2,False,Lose,2013,2,-1.7000000000000028,-0.5999999999999943,-1,-32,-4,-1,0,0,-1,3,-1,-5
2013-03-22,Spain,Finland,1,1,False,Draw,2013,15,14.799999999999997,16.599999999999994,13.299999999999997,62,3,24,-1,0,-3,-3,0,-86
2013-03-22,Sweden,Republic of Ireland,0,0,False,Draw,2013,-1,0.5,5.700000000000003,-1.7000000000000028,18,3,5,-3,0,0,-3,0,-19
2013-03-22,Uruguay,Paraguay,1,1,False,Draw,2013,9,5.700000000000003,-1.4000000000000057,6,14,1,5,0,0,1,-1,0,-22
2013-03-22,United States,Costa Rica,1,0,False,Win,2013,7,3,2.700000000000003,2.799999999999997,14,-3,-3,-2,0,3,4,1,-20
2013-03-26,Chile,Uruguay,2,0,False,Win,2013,-1,-2.4000000000000057,-1.2999999999999972,-1.2000000000000028,14,2,1,-1,0,9,0,2,6
2013-03-26,Costa Rica,Jamaica,2,0,False,Win,2013,9,1,0.29999999999999716,8,-6,1,8,0,0,4,1,2,-1
2013-03-26,Denmark,Bulgaria,1,1,False,Draw,2013,1,9,0.7000000000000028,5.599999999999994,40,2,6,-1,0,0,-2,0,-21
2013-03-26,Ecuador,Paraguay,4,1,False,Win,2013,-2,-5.299999999999997,-7,1.7999999999999972,16,3,13,0,0,1,0,3,-27
2013-03-26,France,Spain,0,1,False,Lose,2013,-3,-3,-1.5999999999999943,-4,-50,-1,4,-1,1,14,0,-1,16
2013-03-26,Republic of Ireland,Austria,2,2,False,Draw,2013,3,-1.2999999999999972,2.299999999999997,0,-26,1,1,2,0,5,-1,0,-39
2013-03-26,Mexico,United States,0,0,False,Draw,2013,-3,3.799999999999997,6.700000000000003,-3,16,3,18,-3,0,-3,-3,0,-18
2013-03-26,Montenegro,England,1,1,False,Draw,2013,-17,-13,-1.5999999999999943,-14,-10,0,5,2,0,5,0,0,24
2013-03-26,Netherlands,Romania,4,0,False,Win,2013,7,1.2999999999999972,13.299999999999997,9.200000000000003,70,-1,0,1,0,4,1,4,-23
2013-03-26,Northern Ireland,Israel,0,2,False,Lose,2013,0,7.299999999999997,-2.700000000000003,-1.7000000000000028,20,-2,5,2,0,2,0,-2,23
2013-03-26,Serbia,Scotland,2,0,False,Win,2013,4,10.299999999999997,3.5999999999999943,2,6,6,16,0,0,-2,-4,2,-31
2013-03-26,Turkey,Hungary,1,1,False,Draw,2013,9,7.400000000000006,2,3.700000000000003,32,2,10,-2,0,-13,-4,0,13
2013-03-26,Venezuela,Colombia,1,0,False,Win,2013,-5,-2.299999999999997,-8,-2.200000000000003,-42,3,-2,2,0,4,-1,1,37
2013-03-26,Wales,Croatia,1,2,False,Lose,2013,-2,0.4000000000000057,-4.700000000000003,-2.299999999999997,-22,-3,-10,-3,0,-6,2,-1,62
2013-06-04,Jamaica,Mexico,0,1,False,Lose,2013,-13,-7.799999999999997,-9.700000000000003,-7.799999999999997,-8,-4,-4,0,0,0,3,-1,37
2013-06-07,Argentina,Colombia,0,0,False,Draw,2013,2,3,5,5.799999999999997,0,-1,3,-2,0,0,1,0,-4
2013-06-07,Austria,Sweden,2,1,False,Win,2013,-2,0.7999999999999972,-8,1.7000000000000028,4,1,9,0,0,3,0,1,49
2013-06-07,Belgium,Serbia,2,1,False,Win,2013,5,-0.7999999999999972,1.4000000000000057,3.5999999999999943,-12,-2,-4,-2,0,6,3,1,-24
2013-06-07,Bolivia,Venezuela,1,1,False,Draw,2013,-7,-10.5,-7.700000000000003,-8.799999999999997,22,3,7,2,0,9,-3,0,16
2013-06-07,Croatia,Scotland,0,1,False,Lose,2013,0,1.2999999999999972,5.299999999999997,3.299999999999997,30,1,14,-2,0,9,-2,-1,-70
2013-06-07,Czech Republic,Italy,0,0,False,Draw,2013,-3,-6.799999999999997,-9.700000000000003,-8,-10,6,13,0,-1,7,-6,0,16
2013-06-07,Jamaica,United States,1,2,False,Lose,2013,-16,-4,-3,-10.799999999999997,-14,0,6,-1,0,2,-1,-1,21
2013-06-07,Paraguay,Chile,1,2,False,Lose,2013,-8,-3.299999999999997,2.700000000000003,-4.799999999999997,0,-3,0,1,0,8,2,-1,19
2013-06-07,Peru,Ecuador,1,0,False,Win,2013,-1,2.299999999999997,6.299999999999997,-5,0,1,2,0,0,0,0,1,20
2013-06-07,Portugal,Russia,1,0,False,Win,2013,-1,4.200000000000003,4.700000000000003,2,-8,1,9,1,0,-2,0,1,-5
2013-06-11,Chile,Bolivia,3,1,False,Win,2013,14,10.799999999999997,10.700000000000003,12.599999999999994,42,4,8,-3,0,-9,-2,2,-28
2013-06-11,Colombia,Peru,2,0,False,Win,2013,9,8.299999999999997,3,6.400000000000006,16,-1,-9,0,-1,-1,3,2,-23
2013-06-11,Ecuador,Argentina,1,1,False,Draw,2013,-10,-13.599999999999994,-14.299999999999997,-7.200000000000003,18,-3,10,-1,-1,2,3,0,7
2013-06-11,Mexico,Costa Rica,0,0,False,Draw,2013,4,6.799999999999997,9.400000000000006,-0.20000000000000284,0,0,0,1,0,0,0,0,-31
2013-06-11,Venezuela,Uruguay,0,1,False,Lose,2013,-8,-2.700000000000003,-4.299999999999997,-5,0,5,5,-1,1,-4,-6,-1,18
2013-07-16,United States,Costa Rica,1,0,False,Win,2013,7,3,2.700000000000003,2.799999999999997,14,-3,-3,-2,0,3,4,1,-17
2013-08-14,Northern Ireland,Russia,1,0,False,Win,2013,-10,-3.200000000000003,-9,-7.5,-24,4,1,1,0,2,-3,1,93
2013-09-06,Bosnia and Herzegovina,Slovakia,0,1,False,Lose,2013,11,-0.4000000000000057,9.599999999999994,-0.5999999999999943,22,-2,4,-1,0,-4,1,-1,-49
